SLIMECOUNT	$0000162b
BRIDGE_MMAXX	$000000c8
BRIDGE_MMAXY	$00000000
BRIDGE_MMINX	$ffffff38
BRIDGE_PMOVELIMITAND	$000000a8
CLIP_PLOT_L	$001fdeed
ARROW_A1	$00038862
BRIEFING_L	$00248390
BRITENORMAL_C	$00038899
CLIP_PLOT	$001fdef2
CLISLA_L_F1	$0011b9d5
CLISLA_M_F1	$0011ba51
CLISLA_S_F1	$0011bb07
CLISLA_L_F	$0011b9c1
CLISLA_M_F	$0011ba2b
CLISLA_L_P	$0011b9a3
CLISLA_M_P	$0011ba11
CLISLA_S_F	$0011bae1
CLISLA_S_P	$0011bac6
CLISLA_L	$00118000
CLISLA_M	$00118000
CLISLA_S	$00118000
M9	$00000065
YAMETE	$0004d90b
LIVESPOS1	$00001110
LIVESPOS2	$00001118
LIVESPOS3	$00001120
LIVES	$00001771
OVALBEAM	$00009880
OVALBEAM_C	$00038566
OVALBEAM_A1	$0003890f
OVALBEAM	$0011edb4
XROUTINES	$007e321f
APU_PORT0	$00002140
APU_PORT1	$00002141
APU_PORT2	$00002142
APU_PORT3	$00002143
PAUSESND	$00001a56
TR2X	$000000db
PAUSETXT	$0001e7a6
XANGLEXABS_L	$001fd074
XROUTINESREPORT	$007e8761
XANGLEXY_L	$001fd056
XROTSPEED	$00000200
T1	$0000166f
_AKGBXM	$0002f7f5
_AKGBXP	$0002f7e9
_AKGBFRM	$0002f804
_AKGBMXM	$0002f82f
_AKGBMXP	$0002f80f
_AKGBYADD	$0002f83d
_AKGBYSUB	$0002f819
_AKGBY	$0002f84f
ARSEBANDX	$00001777
ARSEBANDY	$00001779
SARCTAN	$0002f85a
ARS	$0009a3f7
ARS.POSITION	$0009a96b
SINVX	$00001649
SINVY	$0000164b
SINVZ	$0000164d
SINGLESTEP	$00001aeb
SINTAB	$00008b62
SINY	$00000074
SINX	$0000007c
SINZ	$00000088
INSTRUMENTS	$000012da
SINTAB16	$00008ca2
ENEMYLASERAP	$00000002
GBYTE1	$007ef147
GBYTE2	$007ef148
GBYTE3	$007ef149
ENEMYS	$000012df
MR3	$00003006
MR3D	$000016e5
ENEMY_FIRING	$00000001
YANGLEXABS_L	$001fd09c
ENEMYDOWNSEA_L	$00249212
ENEMYUPSEA_L	$002491f6
YANGLEXY_L	$001fd039
ENEMYBATTRYSOUND_L	$00249196
M2SF_A	$0000002b
M2SF_F	$0000002e
M2SF_O	$0000002f
M2SF_S	$00000029
M2SF_R	$0000002c
M2SF_T	$0000002a
M2SF_X	$00000030
M2SF_SP	$0000002d
MCIR1	$0001ab03
MCIR2	$0001ab70
TEXTBULLHP	$0000001e
TEXTBULLNS	$00000014
TEXXY	$000019e2
TEXTPT	$0000004a
HVBJOYR	$00004212
OTHMUSIC	$000019d4
TEXTURED	$0000ffff
TEXTUREADDRTAB	$00038918
TEXTUREXYTAB	$00038a3e
TEXTUREXY0	$00038a50
TEXTUREXY1	$00038a5a
TEXTUREXY2	$00038a64
TEXTUREXY3	$00038a6e
TEXTUREXY4	$00038a78
TEXTUREXY5	$00038a82
TEXTUREXY6	$00038a8c
TEXTUREXY7	$00038a96
TEXTUREXY8	$00038aa0
TEXTURES_C	$00038213
XYDIFFS_ABS_L	$001fcfda
XYDIFFS_L	$001fd12d
TEXT_SWOOPIN	$0004ea8d
PAVEN	$0004eca8
PAVE	$0004ec8d
TRANSBMP1	$0000193b
BIT_0	$00009f4f
T2	$00001671
EFLAG1	$007ef167
TRAININGMAPREDIRECT	$00000000
TRANS_FLAG	$00000000
BITMAP1	$00004000
BITMAPBASE	$00700000
BOLL	$0000b32f
DREG	$000016d5
TRAINING	$0000a59f
HEIGHT_128	$00000000
HEIGHT_160	$00000004
HEIGHT_192	$00000020
ARTAB	$0003d66f
TRANSSWAP	$0002d695
TRANSFER_L	$0002d542
RED_C	$000380fc
REDTUNNEL	$007e86c5
RED	$00038d6a
RED1	$00038d6a
RED2	$00038d8a
RED3	$00038daa
RED4	$00038dca
LEFTTAB	$0003d72f
TRANSSWAP_L	$0002d691
REDFILLSCREEN_CIRCLE	$000000bc
TRAININGMES	$0003d319
TRAIL_ISTRAT	$0004a313
TRAININGMAP	$000ded14
LBOSSAEXP_ISTRAT	$0007a286
LBOSSAEXP_STRAT	$0007a2ae
BLOWCUBE_ISTRAT	$0007ec40
BLOWCUBE_STRAT	$0007ece4
TRACKCORNER_ISTRAT	$0008bf68
DOFIGHTER	$0008eb55
TRANSFORMER_LOOP_HERE	$0000000e
FELLIT	$00098ff0
TRANSFORMER_HURT_LOOP	$00000020
LEFTWALL_ISTRAT	$0009f757
BIT_0	$000c8000
BOLL_F	$000f9d29
BOLL_P	$000f9d15
BIT_0_F	$000c9711
BIT_0_P	$000c96e8
BOLL_F1	$000f9d2e
BOLL	$000f8000
BIT_0_EBSP	$000c97bd
BIT_0_F1	$000c9743
BIT_0_F3	$000c974e
BIT_0_F4	$000c97a7
TRAINING_F1	$000ce8dc
TRAINING_F	$000ce87a
TRAINING	$000c8000
TRAINING_P	$000ce847
SR_SET_EXPSTRAT_EXPX	$001fda45
SR_SET_EXPSTRAT_EXPY	$001fda57
SR_MAKE_OBJ	$001fd563
SR_ACHASE_ALVAR_END	$001fda3d
SR_ACHASE_ALVAR_FIN	$001fda41
SR_COPYPOSXY	$001fdb05
SR_COPYPOSYX	$001fdaf1
SR_MAKE_CHILD	$001fd587
SR_GEN_3DVECS1	$001fd5d4
SR_GEN_3DVECS2	$001fd5ec
SR_GEN_3DVECS3	$001fd607
SR_COPYROTSXY	$001fdb29
SR_COPYROTSYX	$001fdb19
SR_BANKTOPLAYER	$001fda6f
SR_MAKE_XYVEC	$001fdad0
SR_KEEPRELTO_PLAYERX	$001fdb39
SR_KEEPRELTO_PLAYERY	$001fdb4a
SR_GEN_3DVECS	$001fd5bf
SR_ADDPLAYERZX	$001fdc81
SR_ADDPLAYERZY	$001fdc8e
SR_SPEEDTO	$001fd625
SR_REMOVE_OBJX	$001fd519
SR_REMOVE_OBJY	$001fd558
SR_ZERO_VECSX	$001fdb5d
SR_ZERO_VECSY	$001fdb6a
W_L	$0000acbb
WL_STRAT	$0008d6ab
WL_ISTRAT	$0008d67b
W_L	$000e8000
W_L_F	$000eb5c3
W_L_P	$000eb5a0
W_L_F1	$000eb5f8
NO_PWINGCOL	$000bad77
GWORD1	$007ef14a
GWORD2	$007ef14b
GWORD3	$007ef14c
R_HOU_0	$0000ca97
P_INT	$00000004
R_HOU	$0000ca7b
P_INIT_SPRITES_L	$0003c432
P_IFNOT	$00000072
P_IGOTO	$00000021
P_INVISIBLEON	$0000005b
P_INEXT	$00000058
P_IFFLAG	$00000051
P_INITANIM	$00000025
P_INDEXB	$00000081
P_INVISIBLEOFF	$0000005c
P_INDEXW	$00000082
P_IFBETWEENB	$0000003a
P_IMMUNE	$00000019
P_IFBETWEENW	$0000003b
P_IFNOTZEROB	$00000097
P_IFNOTZEROW	$00000098
P_IFLEVEL	$0000002b
P_IFSAMEB	$00000038
P_IFSAMEW	$00000039
P_INCB	$0000009b
P_INCW	$0000009c
P_IFZEROB	$00000095
P_IFZEROW	$00000096
P_INVINCIBLEOFF	$0000003d
P_IMPORTB	$0000007b
P_IMPORTW	$0000007c
P_INVINCIBLEON	$0000003c
P_IFHITFLAG	$0000006e
R_HOU_0	$00118000
R_HOU	$00118000
MF_IH	$00000800
MF_IL	$00000400
M_FX0	$00700154
M_FPA	$00700166
M_FY0	$00700156
M_FPB	$00700168
M_FPC	$0070016a
M_FZ0	$00700158
M_FRAMENUM	$00700044
M_FSX	$0070015a
M_FSY	$0070015c
M_FSZ	$0070015e
M_FTX	$00700160
M_FTY	$00700162
M_FTZ	$00700164
MF_IRQ	$00008000
M_FNUMPNTS	$00700134
MF_C	$00000004
MF_B	$00001000
MF_E	$00000001
MF_G	$00000020
MF_S	$00000008
MF_R	$00000040
MF_V	$00000010
MF_Z	$00000002
MF_ALT1	$00000100
MF_ALT2	$00000200
M_FACEPTR	$00700018
FM_NEXT	$0000a12f
FM_PREV	$0000a131
FM_SIZE	$0000a135
FM_LENGTH	$0000a133
FM_SIZEOF	$00000006
AL_FLAGS	$00000008
AL_COUNT	$0000000a
AL_SHAPE	$00000004
AL_AP	$0000002b
AL_COUNT1	$0000000b
AL_HP	$0000002a
AL_SKIDY	$00000021
AL_VX	$0000002f
AL_VY	$00000031
AL_VZ	$00000033
AL_START	$00000004
AL_SFLAGS	$0000001d
AL_VEL	$00000015
AL_PTR	$00000006
AL_SBYTE1	$00000022
AL_SBYTE2	$00000023
AL_SBYTE3	$00000024
AL_SBYTE4	$00000025
AL_SBYTE5	$00000036
AL_SBYTE6	$00000037
BF_EASYMODE	$00000008
AL_SWORD1	$00000026
AL_SWORD2	$00000028
AL_WORLDX	$0000000c
AL_WORLDY	$0000000e
AL_WORLDZ	$00000010
AL_SFLAGS2	$0000001e
AL_SFLAGS3	$0000001f
AL_SFLAGS4	$00000020
AL_HITFLAGS	$00000035
AL_SIZE	$00000038
AL_ROTX	$00000012
AL_ROTY	$00000013
AL_ROTZ	$00000014
AL_COLLOBJPTR	$0000001b
AL_TYPE	$00000009
AL_IMMUNEPTR	$00000019
AL_STRATPTR	$00000016
AL_COLLFLAGS	$0000002e
AL_COLLCOUNT	$0000002d
BF_FLAG1	$00000001
BF_FLAG2	$00000002
BF_FLAG3	$00000004
AL_WEAPONTYPE	$0000002c
BF_DYING	$00000010
FIGHTERAP	$00000004
FIGHTERHP	$00000004
BUILD_DRAWLIST_L	$0002f238
BUILD_DRAWLIST	$0002f23c
FIGHTER_ISTRAT	$0008ead4
FIGHTER_STRAT	$0008eb14
STATUS_TRACKMISSING	$00000008
STAYBLACK	$000019e0
T3	$00001673
STATUS_AUDIOBUSY	$00000040
STARBULLAP	$00000001
TS	$0000212d
STARBULLHP	$00000010
ASTEROID1	$000097bc
ASTEROID2	$000097d8
ASTEROID3	$000097f4
ASTEROID4	$00009810
STAGE	$0000175b
STALK	$0000b703
START	$0000d127
STATUS_AUDIOPLAYING	$00000010
STATUS_AUDIOREPEAT	$00000020
STAGECLEAR	$0000163d
STATUS_DATABUSY	$05f5e10b
STACKDATA	$0000f137
STATUS_REVISION1	$00000004
STATUS_REVISION2	$00000002
STATUS_REVISION3	$00000001
STAGECNT	$0000163e
STAT77R	$0000213e
STAT78R	$0000213f
STALK_1	$0000b757
STALK_S	$0000b78f
STAGETXT	$0001e823
STARTMUS	$007e4089
STARTBOOT	$001fbdb1
STARTPLANETPOS	$0003c7e5
DESERT	$00038c6a
STAGEPATHS.OTHEREND	$0003cce8
STAGEPATHS.END3	$0003ccc4
STAGEPATHS.END2	$0003ccd0
STARWARS_C	$0003854a
DESTBOSSSOUND_L	$002490e6
DESERT1	$00038c6a
DESERT2	$00038c8a
DESERT3	$00038caa
DESERT4	$00038cca
STARTSFX_L	$001fbeec
STAGEPATHS.PATH10	$0003cb52
STAGEPATHS.PATH11	$0003cb60
STAGEPATHS.PATH12	$0003cb76
STAGEPATHS.PATH21	$0003cc84
STAGEPATHS.PATH20	$0003cc46
STAGEPATHS.PATH13	$0003cb8c
STAGEPATHS.PATH22	$0003cc9e
STAGEPATHS.PATH14	$0003cbae
STAGEPATHS.PATH15	$0003cbc4
STAGEPATHS.PATH17	$0003cbe4
STAGEPATHS.PATH16	$0003cbd6
STAGEPATHS.PATH19	$0003cc14
STAGEPATHS.PATH18	$0003cbfe
ASTEROID_C	$00038542
DESTENEMYSOUND_L	$002490fe
STAGEPATHS.END	$0003ccdc
STAGEPATHS.PATH1	$0003ca80
STAGEPATHS.PATH2	$0003ca92
STAGEPATHS.PATH3	$0003caac
STAGEPATHS.PATH4	$0003cace
STAGEPATHS.PATH5	$0003caec
STAGEPATHS.PATH7	$0003cb0c
STAGEPATHS.PATH6	$0003cafa
STAGEPATHS.PATH8	$0003cb2e
STAGEPATHS.PATH9	$0003cb40
STARWARS_A1	$0003882e
STAGEPATHS	$0003ca7a
STAGESCORE	$0002e18c
STAGEPTRS	$0003d2bd
STAGEMES	$0003d291
ASTEROID2_C	$00038544
STAYDIST_ISTRAT	$00218658
STAYRELHARD180YR_STRAT	$00218648
STAYREL_STRAT	$0021864d
STAYRELHARD180YR_ISTRAT	$0021862f
STAYREL_ISTRAT	$0021864d
STAGEDONE	$00218bb0
STARBULL2	$000a9e08
STARBULLC	$000a9d0e
STARBULL_ISTRAT	$000a9b6a
STARBULL_STRAT	$000a9bd2
STALK_1_F	$000fc40d
STALK_1_P	$000fc3fe
STALK_1_F1	$000fc418
STALK_S_F	$000fc483
STALK_S_P	$000fc474
ASTEROID1	$0011edb4
ASTEROID2	$0011edb4
ASTEROID3	$0011edb4
ASTEROID4	$0011edb4
STALK_S_F1	$000fc48b
STALK	$000f8000
STALK_1	$000f8000
STALK_F	$000fbd87
STALK_P	$000fbc5b
STALK_S	$000f8000
STALK_F1	$000fbdb0
ASTEROID_FIELD	$001ecdc1
STAR_COLS	$0014bc6c
ASTEROID_FIELDLEN	$00000c42
IRONBALL	$000095e0
IRONBALLMISSILE_ISTRAT	$00209965
IRONBALL_C	$0003855c
IRONBALL_ISTRAT	$0009f50b
IRONBALLAP	$00000006
IRONBALL	$0011edb4
CH0DATABANK	$00004307
CH0DATADDRH	$00004306
CH0DATADDRL	$00004305
PX	$0000007e
XP	$00000066
CH0ADDRB	$00004301
XPATHPTR	$007ef13b
PSHIPNUM_NORM	$00000000
PSHIPNUM_NULL	$00000002
PSHIPNUM_WIRE	$00000001
PSHIPNUM_ZOOM	$00000006
CH0HDMALINE	$0000430a
PSHIPNUM_TUNNEL	$00000004
PSHIPFLAGS	$00001561
PSHIPNUM_COCKSHIP	$00000003
PSHIPNUM_BLACK	$00000005
CH0ATBANK	$00004304
CH0PARAMS	$00004300
CH0ADDRA1TH	$00004303
CH0ADDRA1TL	$00004302
CH0ADDRA2TH	$00004309
CH0ADDRA2TL	$00004308
PSHIPFLAGS2	$00001562
PSHIPFLAGS3	$00001563
PCHIBIR_1.CHIBIR_0	$0004a6ea
PCHECK	$0004aaf6
PCHASE1_1	$0004c52f
PCHASE1_2	$0004c5e0
PCHASE2_1	$0004c65d
PCHASE2_2	$0004c79b
PCHASE3_1	$0004c86e
PCHASE3_2	$0004ca76
PCHASE4_1	$0004cbd2
PCHASE4_2	$0004cd2a
PCHASE4_3	$0004cdb7
PCHASE5_1	$0004cdf7
PCHASE5_2	$0004cea7
PCHASE5_3	$0004cf24
PCHASE6_1	$0004cf5b
PCHASE6_2	$0004d084
PCHASE7_1	$0004d106
PCHASE7_2	$0004d246
PCHASE8_1	$0004d2dc
PCHASE8_2	$0004d3a8
PCHASE8_3	$0004d3fc
PCHIBIR_1	$0004a6e7
PCHIBIR_2	$0004a6e1
PCHASE4_1.C4_FAL_MS	$0004cc8b
PCHASE4_1.C4_FRO_MS	$0004ccf5
PCHASE4_1.C4_RAB_MS	$0004ccc0
SPHIGH	$00001770
PBLACKSHAPES	$002180f4
PSHIPCOLONYROT_TAB	$0006a858
PSHIPWASHENTROT_TAB	$0006ab11
PSHIPWASHENT_STRAT	$0006a8a7
PSHIPCOLONY_ISTRAT	$0006a5bd
PSHIPDIVEGND_ISTRAT	$0006934e
PSHIPWASHENT_ISTRAT	$0006a88c
PSHIPOUTOFLB1_ISTRAT	$00069769
PSHIPCOLONY_STRAT	$0006a5d8
PSHIPOUTOFLB3_ISTRAT	$00069e3e
PSHIPDIVEGND_STRAT	$0006937c
PSHIPOUTOFLB1_STRAT	$0006978f
PSHIPOUTOFLB3_STRAT	$00069e61
PSHIPINTOLB1_ISTRAT	$0007819a
PSHIPINTOLB1_STRAT	$000781b5
MWORLDSPR	$00128000
BOMBICONPOS	$0000b6e1
BOMWINGAP	$00000008
BOMWINGHP	$00000004
BOM_WING	$0000ad9b
BOMBCOUNTERDIRECTION	$00000000
BOMBICONSPACING	$00000009
MBOOSTMETER	$0001af85
MOBJ_SIZE	$0000800b
MOBJ_SHAPE	$00008009
MOBJ_STRAT	$0000800a
MOBJ_X	$00008003
MOBJ_Y	$00008005
MOBJ_Z	$00008007
MOBJ_SIZEOF	$0000000b
MBOSSAEXP_ISTRAT	$0007a2c8
MBOSSAEXP_STRAT	$0007a2ec
BOMWING_CONT	$0008d46b
BOMWING_INIT	$0008d41c
BOMWING_STRAT	$0008d447
BOMWING2_STRAT	$0008d489
BOMWING_ISTRAT	$0008d40c
BOMWINGDIE_ISTRAT	$0008d515
BOMWING2_INIT	$0008d478
BOM_WING	$000e8000
BOM_WING_F1	$000ebdfb
BOM_WING_F	$000ebdc6
BOM_WING_P	$000ebd7e
GNDLCUBE	$0000bb0f
GND_ISTRAT	$0008f165
GNDLCUBE	$0011f0e6
GNDLCUBE_P	$0011f164
VRAM1LEN	$00001911
VRAM3ADDR	$00001917
VRAM2LEN	$00001915
VRAM3LEN	$0000191a
VARSTART	$00001645
VRAM1ADDR	$0000190f
VRAM2ADDR	$00001913
BRKPWINGCOL	$000baccb
SAUCER1FC	$00000002
SAUCER1AP	$00000001
SAUCER1HP	$0000000c
CGSWSEL	$00002130
SAUCERAP	$00000004
SAUCERHP	$0000000a
SAUSHAD	$00009f17
SAUCER1DIST	$00000190
SAUCER1_STRAT	$000987a4
SAUCER_ISTRAT	$00099682
SAUCER1_ISTRAT	$0009876a
SAUCER_STRAT2	$0009975c
SAUCER1_STRAT2	$00098932
SAUCER1_STRAT3	$000989c4
SAUCER1_STRAT4	$00098a55
SAUCER_STRAT	$000996c0
SAUCER1_ISTRAT2	$0009891f
SAUCER1_ISTRAT3	$000989b7
SAUCER1_ISTRAT4	$00098a40
SAUSHAD_F	$000c95de
SAUSHAD_P	$000c95ca
SAUSHAD	$000c8000
SAUSHAD_F1	$000c95e3
ATTACKERS	$000012e0
T4	$00001675
YP	$00000067
BHYPER	$0000a7b3
X1F	$000000d0
X1FINC	$000000d2
X1FRACT	$00000001
BHYPER	$000e8000
X1	$00000002
CH1ADDRB	$00004311
CH1DATABANK	$00004317
CH1DATADDRH	$00004316
CH1DATADDRL	$00004315
CH1HDMALINE	$0000431a
CH1ATBANK	$00004314
CH1PARAMS	$00004310
CH1ADDRA1TH	$00004313
CH1ADDRA1TL	$00004312
CH1ADDRA2TH	$00004319
CH1ADDRA2TL	$00004318
WARPAP	$00000008
WARPHP	$00000004
WARP_1	$0000c717
WARP_2	$0000c733
WARP_3	$0000c74f
WARP	$0000c6fb
WARKER_3	$0000c66f
RWALKER1_ISTRAT	$0008d1a4
WARP_STRAT	$000ac394
WARP_ISTRAT	$000ac351
WARKER3_ISTRAT	$000abbf2
WARPSHAPETAB	$000ac667
WARKER3_STRAT	$000abc1c
WARPPOSTAB	$000ac66f
WARP_EBSP	$00119000
WARKER_3_F1	$00118a1c
WARKER_3_F3	$00118a27
WARKER_3_F4	$00118a4c
WARP_1	$00118000
WARP_2	$00118000
WARP_3	$00118000
WARP_F	$00118f14
WARP_P	$00118ee4
WARKER_3_EBSP	$00118a68
WARP	$00118000
WARKER_3_F	$001189fc
WARKER_3_P	$00118864
WARKER_3	$00118000
WARP_1_F1	$00119029
WARP_F1	$00118f5a
WARP_2_F1	$0011912a
WARP_F3	$00118f65
WARP_F5	$00118f70
WARP_F6	$00118fa8
WARP_F7	$00118fd0
WARP_1_F	$00119024
WARP_3_F1	$001191e7
WARP_2_F	$00119125
WARP_3_F	$001191e2
WARP_1_P	$00119001
WARP_2_P	$001190f4
WARP_3_P	$001191c5
PZ	$00000080
ZP	$00000068
HDMAEN	$0000420c
HDMABG2HOFS1	$00001934
HDMABG2HOFS2	$00001936
HDMAEN_GC	$0000129c
HDMACIRCLEBUF1	$0000192a
HDMACIRCLEBUF2	$0000192c
HDMAF_INIDISP	$00000002
HDMA_START	$00028fb2
HDMAF_BG2HOFS	$00000004
HDMAF_BG2VOFS	$00000010
HDMAF_WIN	$00000008
HDMA_END	$00029d32
DZDISTLESS_L	$000980a3
DZDISTLESS	$000980a7
SVAR_WEAPOBJ	$000015d8
SVAR_DIST	$000015ac
SVAR_WEAPRY	$000015d6
SVAR_WEAPRX	$000015d7
SVAR_FLAGS	$0000155f
SVAR_COLLX	$007e320c
SVAR_COLLY	$007e320e
SVAR_COLLZ	$007e3210
SVAR_BYTE1	$000015b7
SVAR_BYTE2	$000015b8
SVAR_BYTE3	$000015b9
SVAR_BYTE4	$000015ba
SVAR_BYTE5	$000015bb
SVAR_BYTE6	$000015bc
SVAR_WEAPX	$000015d0
SVAR_WEAPY	$000015d2
SVAR_WEAPZ	$000015d4
SVAR_WORD1	$000015a6
SVAR_WORD2	$000015a8
SVAR_WORD3	$000015aa
SAVE	$0004d930
BONFIRE_ISTRAT	$0020980b
DOGYIRQ	$00001a11
GODMODE	$00000000
BONUSTXT	$0001e7d1
DOGAMEFRAME	$0002ecc5
BONFIRE_A1	$00038578
BONFIRE_C	$00038574
BONERTAB	$0002eb71
NOBCOLL	$000baf8a
DOGCCR	$0011fb75
DOGPCR	$0023827c
Y1	$00000008
T_DOOR_1_P	$00000000
CH2ADDRA1TH	$00004323
CH2ADDRA1TL	$00004322
CH2ADDRA2TH	$00004329
X2	$00000004
CH2ADDRA2TL	$00004328
T_DOOR_L_P	$00000000
XR	$00000069
T_D_HEAD_0_P	$00000000
CH2ADDRB	$00004321
T_D_HEAD_S_P	$00000000
T_DEBOSS_0_P	$00000000
T_DEBOSS_1_P	$00000000
T_DEBOSS_2_P	$00000000
T_D_BODY_0_P	$00000000
CH2DATABANK	$00004327
CH2DATADDRH	$00004326
CH2DATADDRL	$00004325
T_D_BODY_S_P	$00000000
T_DRAIL_0S_P	$00000000
CH2ATBANK	$00004324
CH2HDMALINE	$0000432a
T_DRAIL_0_P	$00000000
T_DRAIL_4_P	$00000000
CH2PARAMS	$00004320
T_D_PILAR_P	$00000000
PE_KANI_L2.EK_L2_INIT	$0004c167
PE_SPLA_DW.SPLA_0	$0004aca1
PE_KANI_L1	$0004c160
PE_KANI_L2	$0004c165
PE_FALCON.FIT_START	$0004d97e
PE_FLYFISH	$0004acd5
P_END	$0000000f
PE_FALCON.GFAL_FF	$0004da18
PE_SHIELDR	$0004b754
PE_SHAWERL	$0004c343
PE_SHAWERR	$0004c34c
PE_BEE	$0004ad45
PE_EGG	$0004a5f0
PE_IKA	$0004baed
PE_FALCON	$0004d975
PE_UFO	$0004af81
PE_KURURI2	$0004b6f1
PE_KANI_0	$0004bece
PE_ASTE_B	$0004a80b
PE_FLOPEN	$0004a434
PE_SPLA_DW	$0004ac9f
PE_FLOWER	$0004a423
PE_SPLA_UP	$0004ac99
PE_RABBIT	$0004d96b
P_EXPLODE	$00000018
PE_SHAWER	$0004c368
P_EXPORTB	$0000007d
PE_TANK_S	$0004b6b6
P_EXPORTW	$0000007e
PE_SHAWER.E_SHA_L	$0004c3aa
PE_FALCON.FIT_START_0	$0004d977
PE_SHAWER.E_SHA_R	$0004c37a
PE_WALK_1	$0004b61d
PE_KURURI	$0004b6c8
PE_DOSUN	$0004b6f8
PE_SHAWER.SHAWER_INIT	$0004c3da
PE_BACK	$0004c16e
PE_TOMBO.TOM_DES	$0004af51
PE_RAY_0	$0004b835
PE_RAY_1	$0004ba2b
PE_WHALE	$0004b960
PE_GATE	$0004a420
PE_HELI	$0004b530
PE_ASTE	$0004a806
PE_TOMBO	$0004aed4
PE_FROG	$0004d970
PE_PILL	$0004a766
PE_TANK	$0004b65c
PE_SUP_1	$0004ba17
PE_SUP_2	$0004ba1c
PE_SUP_3	$0004ba21
PE_SUP_4	$0004ba26
PE_BIG_BIRD	$0004a614
PE_SHAWERR.E_SHAR_0	$0004c351
PE_BREASTE	$0004a833
BG_DMALIST	$00001764
BG_SCROLLBUFFER	$00700206
BG_TITLE	$0003ad1b
BG_INTRO_1	$0003a8bb
BG_1_2	$0003ac43
BG_1_4	$0003ac73
BG_1_5	$0003ac79
BG_2_2	$0003aca9
BG_2_5	$0003ac79
BG_2_4	$0003acc1
BG_3_2	$0003acd9
BG_3_5	$0003acfd
BG_3_6	$0003ad03
BG_SPECIAL	$0003ad2d
BG_1_3DA_1	$000396bc
BG_TITLE_1	$0003a9d5
BG_1_1A	$0003ac2b
BG_1_1B	$0003ac31
BG_1_1C	$0003ac3d
BG_1_3A	$0003ac4f
BG_1_3B	$0003ac55
BG_1_3C	$0003ac5b
BG_1_1I	$0003ac25
BG_2_1A	$0003ac2b
BG_1_3D	$0003ac61
BG_1_3E	$0003ac6d
BG_2_1B	$0003ac31
BG_1_6A	$0003ac7f
BG_1_3I	$0003ac49
BG_1_6B	$0003ac85
BG_1_6C	$0003ac8b
BG_1_7A	$0003ac91
BG_2_3A	$0003acaf
BG_1_7B	$0003ac97
BG_1_7C	$0003ac9d
BG_2_3B	$0003acb5
BG_2_3C	$0003acbb
BG_3_1A	$0003ac2b
BG_3_1C	$0003ac37
BG_2_6A	$0003acc7
BG_2_6B	$0003accd
BG_2_6C	$0003acd3
BG_3_3A	$0003acdf
BG_3_4A	$0003ace5
BG_3_4B	$0003aceb
BG_3_4C	$0003acf1
BG_3_4D	$0003acf7
BG_3_7A	$0003ad09
BG_3_7B	$0003ac85
BG_3_7C	$0003ac8b
BG_GAMEOVER	$0003ad27
BG_CRED	$0003aca3
BG_TRAINING_1	$00039215
BG_CONT	$0003ad21
BG_HOLE	$0003ad0f
BG_TRAINING	$0003ad33
BG_1_1A_1	$000390e3
BG_1_1B_1	$000390e7
BG_1_1C_1	$000390eb
BG_1_3A_1	$0003947c
BG_1_3B_1	$0003950f
BG_1_3C_1	$000395a7
BG_1_4B_1	$00039857
BG_1_3D_1	$0003963a
BG_1_1I_1	$0003903f
BG_1_3E_1	$0003973e
BG_1_6A_1	$00039910
BG_1_6B_1	$000399b0
BG_1_3I_1	$000393f0
BG_1_6C_1	$00039a53
BG_1_7A_1	$00039aff
BG_2_3A_1	$00039d5d
BG_2_3A_2	$00039e07
BG_1_7B_1	$00039ba2
BG_2_3B_1	$00039e2b
BG_1_7C_1	$00039c3b
BG_2_3C_1	$00039f2f
BG_3_1C_1	$00039180
BG_2_6A_1	$0003a0d4
BG_2_6B_1	$0003a1d2
BG_2_6B_2	$0003a2fe
BG_2_6B_3	$0003a2fe
BG_2_6C_1	$0003a268
BG_2_6B_4	$0003a2fe
BG_3_3A_1	$0003a3b1
BG_3_4A_1	$0003a44e
BG_3_4B_1	$0003a452
BG_3_4C_1	$0003a4de
BG_3_4D_1	$0003a56b
BG_3_7A_1	$0003a713
BG_1_3DA	$0003ac67
BG_GAMEOVER_1	$0003a943
BG_1_2_1	$000392bf
BG_1_4_1	$000397b6
BG_1_5_1	$00039884
BG_2_2_1	$00039cd1
BG_2_4_1	$00039fbc
BG_2_5_1	$0003a048
BG_3_2_1	$0003a325
BG_3_5_1	$0003a5e3
BG_3_6_1	$0003a687
BG_CRED_1	$0003a7b3
BG_CONT_1	$0003a83b
BG_SPECIAL_1	$0003934b
BG_HOLE_1	$00038f9a
BG_INTRO	$0003ad15
LWIREEXIT	$0000a91f
LWIREEXIT_F	$000e9862
LWIREEXIT_P	$000e9847
LWIREEXIT	$000e8000
SWAPCIRCLE	$00001749
Z1	$0000008a
PML_BBOTTOM	$00000080
PML_LWBOTTOM	$00000008
PLM	$00000038
PML_RWBOTTOM	$00000020
PML_LWLEFT	$00000001
PML_RWRIGHT	$00000002
PML_BTOP	$00000040
PML_LWTOP	$00000004
PML_ALL	$000000ff
PML_RWTOP	$00000010
XZDIFFS_L	$001fd0c3
XZDIFFS_ABS_L	$001fcfaa
XZDIFFS_OFF_L	$001fcf72
XZDIFFS_DIFFABS_L	$001fd0e1
BOOSTCNT	$000019ea
BOOSTOBJ	$00001615
Y2	$0000000a
YR	$0000006a
RAY_0	$0000cbe7
